"site","scientificName","is_fish","iucn_category","bold_sequences"
"Aldabra Atoll","Abudefduf notatus",TRUE,,1
"Aldabra Atoll","Abudefduf saxatilis",TRUE,,1
"Aldabra Atoll","Abudefduf septemfasciatus",TRUE,,5
"Aldabra Atoll","Abudefduf sexfasciatus",TRUE,,4
"Aldabra Atoll","Abudefduf sordidus",TRUE,,3
"Aldabra Atoll","Abudefduf sparoides",TRUE,,3
"Aldabra Atoll","Abudefduf vaigiensis",TRUE,,14
"Aldabra Atoll","Abylopsis eschscholtzii",FALSE,,
"Aldabra Atoll","Acanthastrea brevis",FALSE,"VU",
"Aldabra Atoll","Acanthastrea echinata",FALSE,,
"Aldabra Atoll","Acanthastrea hemprichii",FALSE,"VU",
"Aldabra Atoll","Acanthastrea pachysepta",FALSE,,
"Aldabra Atoll","Acanthastrea rotundoflora",FALSE,,
"Aldabra Atoll","Acanthastrea subechinata",FALSE,,
"Aldabra Atoll","Acanthogorgia aldabra",FALSE,,
"Aldabra Atoll","Acanthopagrus berda",TRUE,,3
"Aldabra Atoll","Acanthopagrus bifasciatus",TRUE,,1
"Aldabra Atoll","Acanthopleura gemmata",FALSE,,
"Aldabra Atoll","Acanthurus gahhm",TRUE,,1
"Aldabra Atoll","Acanthurus leucocheilus",TRUE,,1
"Aldabra Atoll","Acanthurus leucosternon",TRUE,,11
"Aldabra Atoll","Acanthurus nigrofuscus",TRUE,,2
"Aldabra Atoll","Acanthurus tennentii",TRUE,,1
"Aldabra Atoll","Acanthurus thompsoni",TRUE,,1
"Aldabra Atoll","Acanthurus triostegus",TRUE,,1
"Aldabra Atoll","Accalathura hastata",FALSE,,
"Aldabra Atoll","Accalathura wardae",FALSE,,
"Aldabra Atoll","Achelia nana",FALSE,,
"Aldabra Atoll","Acrocalanus gibber",FALSE,,
"Aldabra Atoll","Acrocalanus monachus",FALSE,,
"Aldabra Atoll","Acropora abrotanoides",FALSE,,
"Aldabra Atoll","Acropora aculeus",FALSE,"VU",
"Aldabra Atoll","Acropora acuminata",FALSE,"VU",
"Aldabra Atoll","Acropora anthocercis",FALSE,"VU",
"Aldabra Atoll","Acropora aspera",FALSE,"VU",
"Aldabra Atoll","Acropora austera",FALSE,,
"Aldabra Atoll","Acropora branchi",FALSE,,
"Aldabra Atoll","Acropora bushyensis",FALSE,,
"Aldabra Atoll","Acropora cerealis",FALSE,,
"Aldabra Atoll","Acropora clathrata",FALSE,,
"Aldabra Atoll","Acropora cytherea",FALSE,,
"Aldabra Atoll","Acropora digitifera",FALSE,,
"Aldabra Atoll","Acropora divaricata",FALSE,,
"Aldabra Atoll","Acropora donei",FALSE,"VU",
"Aldabra Atoll","Acropora downingi",FALSE,,
"Aldabra Atoll","Acropora elseyi",FALSE,,
"Aldabra Atoll","Acropora florida",FALSE,,
"Aldabra Atoll","Acropora gemmifera",FALSE,,
"Aldabra Atoll","Acropora grandis",FALSE,,
"Aldabra Atoll","Acropora granulosa",FALSE,,
"Aldabra Atoll","Acropora hemprichii",FALSE,"VU",
"Aldabra Atoll","Acropora humilis",FALSE,,
"Aldabra Atoll","Acropora hyacinthus",FALSE,,
"Aldabra Atoll","Acropora intermedia",FALSE,,
"Aldabra Atoll","Acropora lamarcki",FALSE,,
"Aldabra Atoll","Acropora latistella",FALSE,,
"Aldabra Atoll","Acropora listeri",FALSE,"VU",
"Aldabra Atoll","Acropora longicyathus",FALSE,,
"Aldabra Atoll","Acropora loripes",FALSE,,
"Aldabra Atoll","Acropora lutkeni",FALSE,,
"Aldabra Atoll","Acropora microphthalma",FALSE,,
"Aldabra Atoll","Acropora monticulosa",FALSE,,
"Aldabra Atoll","Acropora muricata",FALSE,,
"Aldabra Atoll","Acropora nana",FALSE,,
"Aldabra Atoll","Acropora nasuta",FALSE,,
"Aldabra Atoll","Acropora paniculata",FALSE,"VU",
"Aldabra Atoll","Acropora pharaonis",FALSE,"VU",
"Aldabra Atoll","Acropora polystoma",FALSE,"VU",
"Aldabra Atoll","Acropora retusa",FALSE,"VU",
"Aldabra Atoll","Acropora robusta",FALSE,,
"Aldabra Atoll","Acropora roseni",FALSE,"EN",
"Aldabra Atoll","Acropora samoensis",FALSE,,
"Aldabra Atoll","Acropora secale",FALSE,,
"Aldabra Atoll","Acropora selago",FALSE,,
"Aldabra Atoll","Acropora spicifera",FALSE,"VU",
"Aldabra Atoll","Acropora squarrosa",FALSE,,
"Aldabra Atoll","Acropora subulata",FALSE,,
"Aldabra Atoll","Acropora tenuis",FALSE,,
"Aldabra Atoll","Acropora tortuosa",FALSE,,
"Aldabra Atoll","Acropora valenciennesi",FALSE,,
"Aldabra Atoll","Acropora valida",FALSE,,
"Aldabra Atoll","Acropora variolosa",FALSE,,
"Aldabra Atoll","Acropora vaughani",FALSE,"VU",
"Aldabra Atoll","Acropora verweyi",FALSE,"VU",
"Aldabra Atoll","Aeoliscus strigatus",TRUE,,11
"Aldabra Atoll","Agalma elegans",FALSE,,
"Aldabra Atoll","Agelas oxeata",FALSE,,
"Aldabra Atoll","Albula vulpes",TRUE,,1
"Aldabra Atoll","Alectis indica",TRUE,,1
"Aldabra Atoll","Alpheus djiboutensis",FALSE,,
"Aldabra Atoll","Alpheus lobidens",FALSE,,
"Aldabra Atoll","Alpheus microstylus",FALSE,,
"Aldabra Atoll","Alticus kirkii",TRUE,,
"Aldabra Atoll","Alveopora catalai",FALSE,,
"Aldabra Atoll","Alveopora daedalea",FALSE,"VU",
"Aldabra Atoll","Alveopora gigas",FALSE,"VU",
"Aldabra Atoll","Alveopora spongiosa",FALSE,,
"Aldabra Atoll","Alveopora tizardi",FALSE,,
"Aldabra Atoll","Alveopora viridis",FALSE,,
"Aldabra Atoll","Amakusanthura cosmoledo",FALSE,,
"Aldabra Atoll","Amanses scopas",TRUE,,11
"Aldabra Atoll","Ambassis dussumieri",TRUE,,
"Aldabra Atoll","Ambassis gymnocephalus",TRUE,,1
"Aldabra Atoll","Ambassis urotaenia",TRUE,,1
"Aldabra Atoll","Amblycirrhitus bimacula",TRUE,,2
"Aldabra Atoll","Amblygaster sirm",TRUE,,1
"Aldabra Atoll","Amblygobius albimaculatus",TRUE,,1
"Aldabra Atoll","Amblygobius phalaena",TRUE,,2
"Aldabra Atoll","Amblygobius semicinctus",TRUE,,
"Aldabra Atoll","Amblygobius tekomaji",TRUE,,
"Aldabra Atoll","Ammothella tippula",FALSE,,
"Aldabra Atoll","Amphipholis squamata",FALSE,,
"Aldabra Atoll","Amphiprion akallopisos",TRUE,,3
"Aldabra Atoll","Amphiprion fuscocaudatus",TRUE,,
"Aldabra Atoll","Anacropora forbesi",FALSE,,
"Aldabra Atoll","Anacropora spumosa",FALSE,,
"Aldabra Atoll","Anampses caeruleopunctatus",TRUE,,3
"Aldabra Atoll","Anarchias seychellensis",TRUE,,1
"Aldabra Atoll","Anomastraea irregularis",FALSE,"VU",
"Aldabra Atoll","Anoplodactylus baldarus",FALSE,,
"Aldabra Atoll","Anoplodactylus ophiurophilus",FALSE,,
"Aldabra Atoll","Anoplodactylus squalidus",FALSE,,
"Aldabra Atoll","Anoplodactylus tubiferus",FALSE,,
"Aldabra Atoll","Antennablennius bifilum",TRUE,,1
"Aldabra Atoll","Antennarius striatus",TRUE,,1
"Aldabra Atoll","Antennatus coccineus",TRUE,,2
"Aldabra Atoll","Antennatus dorehensis",TRUE,,
"Aldabra Atoll","Antennatus tuberosus",TRUE,,1
"Aldabra Atoll","Anthomuda quadrilineata",FALSE,,
"Aldabra Atoll","Apanthuroides aldabrae",FALSE,,
"Aldabra Atoll","Apanthuroides calculosa",FALSE,,
"Aldabra Atoll","Apogon coccineus",TRUE,,1
"Aldabra Atoll","Apogon semiornatus",TRUE,,1
"Aldabra Atoll","Apogonichthyoides nigripinnis",TRUE,,1
"Aldabra Atoll","Apogonichthyoides taeniatus",TRUE,,1
"Aldabra Atoll","Apogonichthyoides timorensis",TRUE,,1
"Aldabra Atoll","Apogonichthys ocellatus",TRUE,,1
"Aldabra Atoll","Apolemichthys trimaculatus",TRUE,,1
"Aldabra Atoll","Aporops bilinearis",TRUE,,1
"Aldabra Atoll","Aquilonastra burtoni",FALSE,,
"Aldabra Atoll","Argathona rhinoceros",FALSE,,
"Aldabra Atoll","Ariomma indica",TRUE,,
"Aldabra Atoll","Ariosoma scheelei",TRUE,,1
"Aldabra Atoll","Arothron hispidus",TRUE,,10
"Aldabra Atoll","Aspasmodes briggsi",TRUE,,
"Aldabra Atoll","Aspidontus tractus",TRUE,,
"Aldabra Atoll","Asteronotus cespitosus",FALSE,,
"Aldabra Atoll","Asterropteryx semipunctata",TRUE,,2
"Aldabra Atoll","Astraeosmilia connata",FALSE,,
"Aldabra Atoll","Astraeosmilia maxima",FALSE,,
"Aldabra Atoll","Astrea annuligera",FALSE,,
"Aldabra Atoll","Astrea curta",FALSE,,
"Aldabra Atoll","Astrea devantieri",FALSE,,
"Aldabra Atoll","Astreopora expansa",FALSE,,
"Aldabra Atoll","Astreopora listeri",FALSE,,
"Aldabra Atoll","Astreopora myriophthalma",FALSE,,
"Aldabra Atoll","Astreopora ocellata",FALSE,,
"Aldabra Atoll","Astreopora randalli",FALSE,,
"Aldabra Atoll","Astreopora suggesta",FALSE,,
"Aldabra Atoll","Astropecten polyacanthus",FALSE,,
"Aldabra Atoll","Atherinomorus duodecimalis",TRUE,,1
"Aldabra Atoll","Atule mate",TRUE,,11
"Aldabra Atoll","Australophyllia wilsoni",FALSE,,
"Aldabra Atoll","Austrodecus stocki",FALSE,,
"Aldabra Atoll","Austrolethops wardi",TRUE,,
"Aldabra Atoll","Bassia bassensis",FALSE,,
"Aldabra Atoll","Bathygobius albopunctatus",TRUE,,
"Aldabra Atoll","Bathygobius coalitus",TRUE,,1
"Aldabra Atoll","Bathygobius cocosensis",TRUE,,1
"Aldabra Atoll","Bathygobius fuscus",TRUE,,1
"Aldabra Atoll","Bernardpora stutchburyi",FALSE,,
"Aldabra Atoll","Birgus latro",FALSE,"VU",
"Aldabra Atoll","Blastomussa loyae",FALSE,,
"Aldabra Atoll","Blastomussa merleti",FALSE,,
"Aldabra Atoll","Blenniella chrysospilos",TRUE,,1
"Aldabra Atoll","Blenniella cyanostigma",TRUE,,1
"Aldabra Atoll","Blenniella gibbifrons",TRUE,,1
"Aldabra Atoll","Blenniella periophthalmus",TRUE,,1
"Aldabra Atoll","Bodianus diana",TRUE,,3
"Aldabra Atoll","Bothus mancus",TRUE,,1
"Aldabra Atoll","Bothus pantherinus",TRUE,,11
"Aldabra Atoll","Brachysomophis crocodilinus",TRUE,,1
"Aldabra Atoll","Breviturma brevipes",FALSE,,
"Aldabra Atoll","Breviturma pica",FALSE,,
"Aldabra Atoll","Brotula multibarbata",TRUE,,2
"Aldabra Atoll","Cabillus tongarevae",TRUE,,1
"Aldabra Atoll","Caesio caerulaurea",TRUE,,1
"Aldabra Atoll","Caesio lunaris",TRUE,,1
"Aldabra Atoll","Callechelys catostoma",TRUE,,1
"Aldabra Atoll","Callechelys marmorata",TRUE,,1
"Aldabra Atoll","Callipallene seychellensis",FALSE,,
"Aldabra Atoll","Callistoctopus ornatus",FALSE,,
"Aldabra Atoll","Callogobius flavobrunneus",TRUE,,
"Aldabra Atoll","Calotomus carolinus",TRUE,,1
"Aldabra Atoll","Calotomus spinidens",TRUE,,1
"Aldabra Atoll","Calumia godeffroyi",TRUE,,1
"Aldabra Atoll","Candacia bispinosa",FALSE,,
"Aldabra Atoll","Candacia catula",FALSE,,
"Aldabra Atoll","Candacia curta",FALSE,,
"Aldabra Atoll","Candacia discaudata",FALSE,,
"Aldabra Atoll","Candacia ethiopica",FALSE,,
"Aldabra Atoll","Candacia truncata",FALSE,,
"Aldabra Atoll","Cantharellus doederleini",FALSE,,
"Aldabra Atoll","Cantherhines pardalis",TRUE,,11
"Aldabra Atoll","Canthigaster amboinensis",TRUE,,1
"Aldabra Atoll","Canthigaster bennetti",TRUE,,1
"Aldabra Atoll","Canthigaster solandri",TRUE,,1
"Aldabra Atoll","Canthigaster valentini",TRUE,,11
"Aldabra Atoll","Caracanthus madagascariensis",TRUE,,1
"Aldabra Atoll","Carangoides hedlandensis",TRUE,,1
"Aldabra Atoll","Carangoides orthogrammus",TRUE,,1
"Aldabra Atoll","Caranx ignobilis",TRUE,,11
"Aldabra Atoll","Carpias algicola",FALSE,,
"Aldabra Atoll","Catalaphyllia jardinei",FALSE,"VU",
"Aldabra Atoll","Centropages calaninus",FALSE,,
"Aldabra Atoll","Centropages elongatus",FALSE,,
"Aldabra Atoll","Centropages furcatus",FALSE,,
"Aldabra Atoll","Centrophorus granulosus",TRUE,"EN",4
"Aldabra Atoll","Centropyge multispinis",TRUE,,1
"Aldabra Atoll","Cephalopholis argus",TRUE,,11
"Aldabra Atoll","Cephalopholis aurantia",TRUE,,1
"Aldabra Atoll","Cephalopholis boenak",TRUE,,12
"Aldabra Atoll","Cephalopholis leopardus",TRUE,,1
"Aldabra Atoll","Cephalopholis miniata",TRUE,,1
"Aldabra Atoll","Cephalopholis nigripinnis",TRUE,,1
"Aldabra Atoll","Cephalopholis spiloparaea",TRUE,,1
"Aldabra Atoll","Cephalopholis urodeta",TRUE,,2
"Aldabra Atoll","Cetoscarus bicolor",TRUE,,1
"Aldabra Atoll","Chaetodon auriga",TRUE,,3
"Aldabra Atoll","Chaetodon bennetti",TRUE,,3
"Aldabra Atoll","Chaetodon falcula",TRUE,,3
"Aldabra Atoll","Chaetodon guttatissimus",TRUE,,3
"Aldabra Atoll","Chaetodon interruptus",TRUE,,3
"Aldabra Atoll","Chaetodon kleinii",TRUE,,3
"Aldabra Atoll","Chaetodon lineolatus",TRUE,,1
"Aldabra Atoll","Chaetodon lunula",TRUE,,3
"Aldabra Atoll","Chaetodon meyeri",TRUE,,3
"Aldabra Atoll","Chaetodon trifascialis",TRUE,,4
"Aldabra Atoll","Chaetodon trifasciatus",TRUE,,3
"Aldabra Atoll","Chaetodon unimaculatus",TRUE,,3
"Aldabra Atoll","Chaetodon vagabundus",TRUE,,3
"Aldabra Atoll","Chaetodon xanthocephalus",TRUE,,1
"Aldabra Atoll","Chanos chanos",TRUE,,1
"Aldabra Atoll","Cheilinus chlorourus",TRUE,,4
"Aldabra Atoll","Cheilinus fasciatus",TRUE,,3
"Aldabra Atoll","Cheilinus oxycephalus",TRUE,,3
"Aldabra Atoll","Cheilinus trilobatus",TRUE,,4
"Aldabra Atoll","Cheilinus undulatus",TRUE,"EN",11
"Aldabra Atoll","Cheilio inermis",TRUE,,4
"Aldabra Atoll","Cheilodipterus arabicus",TRUE,,1
"Aldabra Atoll","Cheilodipterus isostigmus",TRUE,,1
"Aldabra Atoll","Cheilodipterus macrodon",TRUE,,1
"Aldabra Atoll","Cheilodipterus quinquelineatus",TRUE,,2
"Aldabra Atoll","Cheilopallene hirta",FALSE,,
"Aldabra Atoll","Chelonia mydas",FALSE,"EN",
"Aldabra Atoll","Chelophyes contorta",FALSE,,
"Aldabra Atoll","Chilorhinus platyrhynchus",TRUE,,
"Aldabra Atoll","Chirocentrus dorab",TRUE,,12
"Aldabra Atoll","Chlidichthys bibulus",TRUE,,
"Aldabra Atoll","Chlorurus sordidus",TRUE,,11
"Aldabra Atoll","Choeroichthys brachysoma",TRUE,,1
"Aldabra Atoll","Chromis agilis",TRUE,,3
"Aldabra Atoll","Chromis caerulea",TRUE,,
"Aldabra Atoll","Chromis dimidiata",TRUE,,1
"Aldabra Atoll","Chromis lepidolepis",TRUE,,1
"Aldabra Atoll","Chromis nigrura",TRUE,,3
"Aldabra Atoll","Chromis ternatensis",TRUE,,2
"Aldabra Atoll","Chrysiptera annulata",TRUE,,3
"Aldabra Atoll","Chrysiptera biocellata",TRUE,,2
"Aldabra Atoll","Chrysiptera brownriggii",TRUE,,3
"Aldabra Atoll","Chrysiptera glauca",TRUE,,3
"Aldabra Atoll","Chrysiptera unimaculata",TRUE,,2
"Aldabra Atoll","Cirolana aldabrensis",FALSE,,
"Aldabra Atoll","Cirolana sulcaticauda",FALSE,,
"Aldabra Atoll","Cirrhigaleus asper",TRUE,,1
"Aldabra Atoll","Cirrhilabrus exquisitus",TRUE,,1
"Aldabra Atoll","Cirrhimuraena playfairii",TRUE,,
"Aldabra Atoll","Cirrhitichthys oxycephalus",TRUE,,1
"Aldabra Atoll","Cirripectes castaneus",TRUE,,1
"Aldabra Atoll","Cirripectes polyzona",TRUE,,1
"Aldabra Atoll","Cirripectes quagga",TRUE,,1
"Aldabra Atoll","Coelastrea aspera",FALSE,,
"Aldabra Atoll","Coelastrea palauensis",FALSE,,
"Aldabra Atoll","Coeloseris mayeri",FALSE,,
"Aldabra Atoll","Colanthura pigmentata",FALSE,,
"Aldabra Atoll","Conger cinereus",TRUE,,1
"Aldabra Atoll","Conus coronatus",FALSE,,
"Aldabra Atoll","Conus ebraeus",FALSE,,
"Aldabra Atoll","Conus eldredi",FALSE,,
"Aldabra Atoll","Conus leopardus",FALSE,,
"Aldabra Atoll","Conus litoglyphus",FALSE,,
"Aldabra Atoll","Conus lividus",FALSE,,
"Aldabra Atoll","Conus miles",FALSE,,
"Aldabra Atoll","Conus nussatella",FALSE,,
"Aldabra Atoll","Conus rattus",FALSE,,
"Aldabra Atoll","Conus tessulatus",FALSE,,
"Aldabra Atoll","Conus violaceus",FALSE,,
"Aldabra Atoll","Conus virgo",FALSE,,
"Aldabra Atoll","Copilia mirabilis",FALSE,,
"Aldabra Atoll","Corallana hirsuta",FALSE,,
"Aldabra Atoll","Coris aygula",TRUE,,3
"Aldabra Atoll","Coris caudimacula",TRUE,,3
"Aldabra Atoll","Coris cuvieri",TRUE,,3
"Aldabra Atoll","Coris formosa",TRUE,,1
"Aldabra Atoll","Corythoichthys flavofasciatus",TRUE,,1
"Aldabra Atoll","Corythoichthys haematopterus",TRUE,,1
"Aldabra Atoll","Coscinaraea crassa",FALSE,,
"Aldabra Atoll","Coscinaraea monile",FALSE,,
"Aldabra Atoll","Cosmocampus banneri",TRUE,,1
"Aldabra Atoll","Craterastrea levis",FALSE,,
"Aldabra Atoll","Crenimugil crenilabis",TRUE,,11
"Aldabra Atoll","Cristacirrhitus punctatus",TRUE,,1
"Aldabra Atoll","Cryptocentrus cryptocentrus",TRUE,,1
"Aldabra Atoll","Ctenactis echinata",FALSE,,
"Aldabra Atoll","Ctenella chagius",FALSE,"EN",
"Aldabra Atoll","Ctenochaetus striatus",TRUE,,2
"Aldabra Atoll","Ctenochaetus truncatus",TRUE,,1
"Aldabra Atoll","Cycloseris costulata",FALSE,,
"Aldabra Atoll","Cycloseris curvata",FALSE,,
"Aldabra Atoll","Cycloseris cyclolites",FALSE,,
"Aldabra Atoll","Cycloseris distorta",FALSE,,
"Aldabra Atoll","Cycloseris explanulata",FALSE,,
"Aldabra Atoll","Cycloseris fragilis",FALSE,,
"Aldabra Atoll","Cycloseris somervillei",FALSE,,
"Aldabra Atoll","Cycloseris tenuis",FALSE,,
"Aldabra Atoll","Cycloseris wellsi",FALSE,,
"Aldabra Atoll","Cymolutes praetextatus",TRUE,,1
"Aldabra Atoll","Cynarina lacrymalis",FALSE,,
"Aldabra Atoll","Cynoglossus lachneri",TRUE,,
"Aldabra Atoll","Cyphastrea chalcidicum",FALSE,,
"Aldabra Atoll","Cyphastrea microphthalma",FALSE,,
"Aldabra Atoll","Cyphastrea serailia",FALSE,,
"Aldabra Atoll","Cypraea tigris",FALSE,,
"Aldabra Atoll","Dactyloptena orientalis",TRUE,,11
"Aldabra Atoll","Danafungia horrida",FALSE,,
"Aldabra Atoll","Danafungia scruposa",FALSE,,
"Aldabra Atoll","Dascyllus aruanus",TRUE,,4
"Aldabra Atoll","Dascyllus carneus",TRUE,,3
"Aldabra Atoll","Dascyllus trimaculatus",TRUE,,3
"Aldabra Atoll","Dendrochirus zebra",TRUE,,2
"Aldabra Atoll","Dermatolepis striolata",TRUE,,1
"Aldabra Atoll","Dinematichthys iluocoeteoides",TRUE,,2
"Aldabra Atoll","Diodon liturosus",TRUE,,1
"Aldabra Atoll","Diphyes bojani",FALSE,,
"Aldabra Atoll","Diphyes chamissonis",FALSE,,
"Aldabra Atoll","Diploastrea heliopora",FALSE,,
"Aldabra Atoll","Diplogrammus infulatus",TRUE,,1
"Aldabra Atoll","Dipsastraea amicorum",FALSE,,
"Aldabra Atoll","Dipsastraea danai",FALSE,,
"Aldabra Atoll","Dipsastraea faviaformis",FALSE,,
"Aldabra Atoll","Dipsastraea favus",FALSE,,
"Aldabra Atoll","Dipsastraea helianthoides",FALSE,,
"Aldabra Atoll","Dipsastraea lacuna",FALSE,,
"Aldabra Atoll","Dipsastraea laxa",FALSE,,
"Aldabra Atoll","Dipsastraea lizardensis",FALSE,,
"Aldabra Atoll","Dipsastraea maritima",FALSE,,
"Aldabra Atoll","Dipsastraea matthaii",FALSE,,
"Aldabra Atoll","Dipsastraea pallida",FALSE,,
"Aldabra Atoll","Dipsastraea rotumana",FALSE,,
"Aldabra Atoll","Dipsastraea speciosa",FALSE,,
"Aldabra Atoll","Dipsastraea truncata",FALSE,,
"Aldabra Atoll","Dipsastraea veroni",FALSE,,
"Aldabra Atoll","Dipsastraea vietnamensis",FALSE,,
"Aldabra Atoll","Doriprismatica atromarginata",FALSE,,
"Aldabra Atoll","Duncanopsammia peltata",FALSE,,
"Aldabra Atoll","Echelus uropterus",TRUE,,1
"Aldabra Atoll","Echeneis naucrates",TRUE,,11
"Aldabra Atoll","Echidna leucotaenia",TRUE,,1
"Aldabra Atoll","Echidna nebulosa",TRUE,,1
"Aldabra Atoll","Echidna polyzona",TRUE,,2
"Aldabra Atoll","Echinocyamus crispus",FALSE,,
"Aldabra Atoll","Echinometra mathaei",FALSE,,
"Aldabra Atoll","Echinoneus cyclostomus",FALSE,,
"Aldabra Atoll","Echinophyllia aspera",FALSE,,
"Aldabra Atoll","Echinophyllia echinoporoides",FALSE,,
"Aldabra Atoll","Echinophyllia orpheensis",FALSE,,
"Aldabra Atoll","Echinopora forskaliana",FALSE,,
"Aldabra Atoll","Echinopora gemmacea",FALSE,,
"Aldabra Atoll","Echinopora hirsutissima",FALSE,,
"Aldabra Atoll","Echinopora lamellosa",FALSE,,
"Aldabra Atoll","Echinopora robusta",FALSE,"VU",
"Aldabra Atoll","Ecsenius nalolo",TRUE,,1
"Aldabra Atoll","Eisothistos corallina",FALSE,,
"Aldabra Atoll","Elacatinus evelynae",TRUE,,1
"Aldabra Atoll","Elaphognathia aldabrae",FALSE,,
"Aldabra Atoll","Eleotris mauritiana",TRUE,,
"Aldabra Atoll","Encheliophis gracilis",TRUE,,1
"Aldabra Atoll","Enchelycore bayeri",TRUE,,1
"Aldabra Atoll","Enchelycore pardalis",TRUE,,1
"Aldabra Atoll","Enchelyurus kraussii",TRUE,,1
"Aldabra Atoll","Enneapterygius abeli",TRUE,,1
"Aldabra Atoll","Entacmaea quadricolor",FALSE,,
"Aldabra Atoll","Entomacrodus striatus",TRUE,,1
"Aldabra Atoll","Entomacrodus thalassinus",TRUE,,1
"Aldabra Atoll","Entomacrodus vermiculatus",TRUE,,1
"Aldabra Atoll","Epibulus insidiator",TRUE,,4
"Aldabra Atoll","Epinephelus fasciatus",TRUE,,1
"Aldabra Atoll","Epinephelus fuscoguttatus",TRUE,"VU",12
"Aldabra Atoll","Epinephelus hexagonatus",TRUE,,1
"Aldabra Atoll","Epinephelus longispinis",TRUE,,1
"Aldabra Atoll","Epinephelus merra",TRUE,,11
"Aldabra Atoll","Epinephelus multinotatus",TRUE,,1
"Aldabra Atoll","Epinephelus polyphekadion",TRUE,"VU",1
"Aldabra Atoll","Epinephelus quoyanus",TRUE,,11
"Aldabra Atoll","Epinephelus spilotoceps",TRUE,,1
"Aldabra Atoll","Euchaeta indica",FALSE,,
"Aldabra Atoll","Eucidaris metularia",FALSE,,
"Aldabra Atoll","Eudoxoides spiralis",FALSE,,
"Aldabra Atoll","Euphyllia glabrescens",FALSE,,
"Aldabra Atoll","Euterpina acutifrons",FALSE,,
"Aldabra Atoll","Euthynnus affinis",TRUE,,9
"Aldabra Atoll","Eviota albolineata",TRUE,,1
"Aldabra Atoll","Eviota distigma",TRUE,,1
"Aldabra Atoll","Eviota infulata",TRUE,,1
"Aldabra Atoll","Eviota nebulosa",TRUE,,1
"Aldabra Atoll","Eviota prasina",TRUE,,1
"Aldabra Atoll","Eviota sebreei",TRUE,,1
"Aldabra Atoll","Exallias brevis",TRUE,,2
"Aldabra Atoll","Exocoetus monocirrhus",TRUE,,1
"Aldabra Atoll","Expanathura ardea",FALSE,,
"Aldabra Atoll","Expanathura macronesia",FALSE,,
"Aldabra Atoll","Fabriciola parvus",FALSE,,
"Aldabra Atoll","Favites abdita",FALSE,,
"Aldabra Atoll","Favites acuticollis",FALSE,,
"Aldabra Atoll","Favites chinensis",FALSE,,
"Aldabra Atoll","Favites colemani",FALSE,,
"Aldabra Atoll","Favites complanata",FALSE,,
"Aldabra Atoll","Favites flexuosa",FALSE,,
"Aldabra Atoll","Favites halicora",FALSE,,
"Aldabra Atoll","Favites magnistellata",FALSE,,
"Aldabra Atoll","Favites paraflexuosus",FALSE,,
"Aldabra Atoll","Favites pentagona",FALSE,,
"Aldabra Atoll","Favites spinosa",FALSE,"VU",
"Aldabra Atoll","Favites stylifera",FALSE,,
"Aldabra Atoll","Favites valenciennesii",FALSE,,
"Aldabra Atoll","Favites vasta",FALSE,,
"Aldabra Atoll","Fibramia amboinensis",TRUE,,1
"Aldabra Atoll","Fibramia thermalis",TRUE,,1
"Aldabra Atoll","Fimbriaphyllia ancora",FALSE,,
"Aldabra Atoll","Foa brachygramma",TRUE,,1
"Aldabra Atoll","Fowleria aurita",TRUE,,1
"Aldabra Atoll","Fowleria vaiulae",TRUE,,1
"Aldabra Atoll","Fowleria variegata",TRUE,,2
"Aldabra Atoll","Fungia fungites",FALSE,,
"Aldabra Atoll","Fungia puishani",FALSE,,
"Aldabra Atoll","Fusigobius duospilus",TRUE,,1
"Aldabra Atoll","Fusigobius neophytus",TRUE,,2
"Aldabra Atoll","Galaxea astreata",FALSE,"VU",
"Aldabra Atoll","Galaxea fascicularis",FALSE,,
"Aldabra Atoll","Gardineroseris planulata",FALSE,,
"Aldabra Atoll","Gerres longirostris",TRUE,,1
"Aldabra Atoll","Gerres oyena",TRUE,,10
"Aldabra Atoll","Gladiogobius ensifer",TRUE,,
"Aldabra Atoll","Glossogobius callidus",TRUE,,1
"Aldabra Atoll","Glyptoparus delicatulus",TRUE,,1
"Aldabra Atoll","Gnathia glauca",FALSE,,
"Aldabra Atoll","Gnathia stoddarti",FALSE,,
"Aldabra Atoll","Gnathodentex aureolineatus",TRUE,,1
"Aldabra Atoll","Gnatholepis anjerensis",TRUE,,1
"Aldabra Atoll","Gnatholepis cauerensis",TRUE,,2
"Aldabra Atoll","Gnathostenetroides aldabrana",FALSE,,
"Aldabra Atoll","Gobiodon rivulatus",TRUE,,1
"Aldabra Atoll","Gomphosus caeruleus",TRUE,,3
"Aldabra Atoll","Gomphosus varius",TRUE,,4
"Aldabra Atoll","Goniastrea columella",FALSE,,
"Aldabra Atoll","Goniastrea edwardsi",FALSE,,
"Aldabra Atoll","Goniastrea favulus",FALSE,,
"Aldabra Atoll","Goniastrea minuta",FALSE,,
"Aldabra Atoll","Goniastrea pectinata",FALSE,,
"Aldabra Atoll","Goniastrea retiformis",FALSE,,
"Aldabra Atoll","Goniastrea stelligera",FALSE,,
"Aldabra Atoll","Goniastrea thecata",FALSE,,
"Aldabra Atoll","Goniopora albiconus",FALSE,"VU",
"Aldabra Atoll","Goniopora columna",FALSE,,
"Aldabra Atoll","Goniopora djiboutiensis",FALSE,,
"Aldabra Atoll","Goniopora lobata",FALSE,,
"Aldabra Atoll","Goniopora paliformis",FALSE,,
